age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
36,2,2942,15,9,1,10,3,4,0,0,0,39,39,0
72,4,4310,9,12,1,5,0,4,0,0,0,64,39,1
20,4,18639,9,12,1,1,0,4,0,0,0,39,39,0
34,2,20860,11,8,0,1,1,4,0,0,0,39,39,0
14,4,6418,15,9,1,3,0,4,0,0,0,34,39,0
41,4,9646,6,6,1,12,3,4,0,0,0,39,39,0
29,4,4918,15,9,1,1,5,4,0,0,0,34,39,0
21,4,10846,11,5,1,10,0,4,0,0,0,50,39,1
47,0,15439,15,9,1,1,0,4,0,0,0,39,39,0
4,4,9511,15,9,0,13,1,4,1,0,16,7,39,0
21,2,6850,12,12,0,8,1,4,0,0,0,49,39,0
23,4,16689,15,9,1,12,0,4,0,0,0,39,39,0
47,4,3179,12,13,1,0,0,4,0,0,0,39,39,0
5,4,3104,9,12,1,7,3,4,1,0,0,44,39,0
39,2,7945,9,12,1,6,0,4,0,0,0,39,13,0
17,4,2347,2,9,1,0,0,4,1,0,0,39,39,0
25,0,17852,9,11,1,12,0,4,0,0,0,54,39,0
26,4,1046,8,15,0,4,3,4,0,0,0,40,39,0
35,4,3150,9,12,0,10,1,4,0,0,0,38,39,0
28,4,9137,12,13,0,6,1,4,1,0,0,49,39,1
45,4,7402,11,8,0,10,1,4,0,0,0,29,39,0
61,4,12323,11,8,1,8,0,4,1,0,0,39,39,0
14,4,13322,15,9,1,10,0,4,1,0,0,39,26,1
61,8,3802,15,9,0,1,3,4,0,0,0,39,39,0
63,0,12311,0,11,0,3,1,4,1,12,0,44,39,0
7,4,20377,4,4,1,3,0,4,0,0,0,16,39,0
18,1,11502,11,8,1,1,0,4,0,0,0,39,39,0
38,4,4601,11,8,0,8,3,4,0,0,0,39,39,1
27,2,11409,15,0,1,2,0,4,1,0,0,39,39,1
46,4,18892,15,9,0,1,1,4,0,0,0,47,39,0
21,4,10036,12,13,1,12,5,4,0,0,0,39,39,1
11,4,6564,9,12,1,10,1,4,0,0,0,59,39,1
62,4,19788,1,8,0,12,5,4,0,0,0,43,39,0
51,4,14708,15,9,1,3,0,4,0,0,0,6,39,0
18,2,13518,11,13,0,8,3,4,0,0,0,18,39,0
37,4,14873,9,12,0,3,1,4,1,0,0,39,39,0
57,4,1636,9,12,0,6,3,2,0,0,0,51,39,1
41,4,3533,5,10,1,4,0,4,0,0,0,59,39,0
6,1,16737,9,12,0,1,1,4,0,0,0,39,39,0
36,4,16475,9,1,1,6,0,4,1,0,0,39,39,1
60,4,3606,11,8,1,10,5,4,0,0,0,37,24,0
20,4,16526,15,10,0,12,2,4,0,0,0,39,39,0
20,4,718,9,12,0,14,1,4,0,0,0,59,39,0
6,4,17566,11,8,1,1,2,4,0,0,0,39,39,0
45,7,12627,11,8,1,5,0,4,0,0,0,39,39,1
28,4,21325,15,9,0,3,3,4,0,0,0,39,39,0
15,6,2337,15,9,1,4,0,2,0,0,0,34,39,0
58,4,17779,11,8,1,1,0,4,1,0,0,69,39,1
3,1,19331,5,13,0,5,1,2,0,0,0,39,39,0
0,4,3423,11,8,0,3,1,4,1,114,0,39,39,0
17,4,131,9,12,0,13,3,2,0,0,0,39,39,0
48,4,16836,15,9,1,8,0,4,0,0,0,19,39,0
68,4,14611,5,3,1,8,0,4,0,0,0,70,39,0
35,0,3072,11,8,0,11,1,2,1,0,0,23,39,0
2,4,6074,12,6,0,11,1,4,0,92,0,39,39,0
63,4,12799,12,12,1,3,0,4,0,0,0,39,36,0
67,6,10600,15,9,1,10,0,4,1,0,0,11,31,0
32,2,20814,11,8,1,9,0,4,0,0,91,39,6,0
20,4,9068,11,8,0,14,3,2,1,0,0,49,39,0
19,4,18926,11,8,1,5,0,4,0,0,0,49,39,0
67,4,1876,11,3,0,10,3,4,0,0,0,19,39,0
65,4,4324,11,8,0,12,1,4,0,0,0,37,39,0
29,5,16373,12,13,1,12,0,2,0,0,0,39,39,1
72,7,12041,11,8,0,10,3,3,0,0,0,39,39,0
60,4,15546,9,12,0,3,3,4,1,0,0,49,35,0
6,4,20781,11,8,0,12,3,4,0,0,0,39,39,0
64,4,15647,11,8,0,8,3,2,0,0,0,19,39,0
25,4,13382,11,8,0,12,2,4,0,0,0,19,39,0
6,4,4192,11,8,0,1,1,4,1,0,0,39,39,1
51,4,874,12,13,1,11,0,4,0,0,0,49,39,0
59,4,16487,15,9,1,12,0,4,0,0,0,44,39,1
8,2,7105,15,9,0,14,1,2,1,0,0,44,39,1
36,4,11417,15,9,0,10,3,4,0,0,0,47,39,0
34,2,1740,11,8,1,8,0,4,0,0,0,49,39,1
8,4,5038,7,9,0,0,1,4,0,0,35,36,39,0
15,4,8007,11,8,0,8,1,4,0,0,0,39,39,0
6,5,10931,15,9,0,10,2,4,0,0,0,39,39,1
25,4,16159,11,8,1,10,0,4,0,0,0,39,39,0
54,4,14824,11,8,0,10,3,4,1,0,0,19,39,1
19,7,58,15,9,1,3,3,4,1,86,0,44,39,0
18,0,11590,15,9,1,7,0,4,1,0,0,39,39,0
9,6,19150,15,9,1,1,0,4,1,0,0,15,39,0
20,4,18791,15,9,1,14,2,4,0,0,40,15,21,1
0,2,7315,11,8,1,7,0,4,1,0,0,44,39,0
6,0,2338,11,8,0,12,1,4,0,0,0,25,39,1
70,0,8312,11,8,0,4,4,2,0,0,0,39,39,0
20,1,17880,12,13,0,0,1,4,0,0,0,39,39,0
38,3,6738,9,12,0,3,1,4,0,0,71,53,39,1
35,4,831,15,9,1,10,0,4,0,0,0,39,39,0
29,4,1609,6,1,0,12,1,0,0,0,0,39,39,0
23,1,7276,15,9,0,10,1,4,0,0,0,76,39,0
58,4,15449,9,12,0,10,4,4,1,0,0,38,39,0
41,6,8832,11,8,0,10,1,4,0,0,0,39,39,0
27,4,6370,1,6,0,14,4,4,0,0,0,22,39,1
28,4,21295,1,6,1,5,0,4,0,0,0,66,39,0
26,0,13485,2,1,0,6,1,4,0,0,0,48,6,0
22,4,19980,3,9,0,11,4,4,0,0,0,9,39,0
2,4,19334,0,6,0,8,4,4,1,0,0,43,39,0
29,0,19779,15,9,1,14,0,4,0,0,0,19,39,0
1,4,8127,11,8,0,1,4,4,0,0,0,56,39,1
67,4,4570,15,10,1,13,0,4,0,0,0,75,39,0
13,7,12208,9,12,1,1,0,4,1,0,0,39,39,0
32,4,10821,11,11,1,9,0,2,0,0,0,39,39,0
38,4,823,12,13,0,3,1,4,1,0,0,3,39,0
6,6,15728,15,4,1,9,0,0,1,0,0,39,39,0
28,2,17136,9,12,0,1,3,4,1,108,0,39,39,0
42,4,7563,15,9,1,14,5,4,0,0,0,39,39,0
33,4,13315,11,8,0,12,4,4,0,0,0,59,39,0
16,7,877,9,12,1,4,0,4,0,0,0,44,39,1
68,6,2115,15,9,0,9,3,4,0,0,0,39,39,0
19,1,16125,1,13,1,10,0,4,0,0,0,34,39,0
30,4,19914,15,9,0,7,1,4,0,0,0,9,39,1
47,2,17648,15,9,0,1,1,4,1,47,0,39,39,0
10,7,9887,15,7,1,7,0,4,0,0,0,39,39,1
62,3,2434,11,8,1,3,1,4,1,0,0,29,39,1
51,4,15582,9,12,1,2,0,4,0,0,0,39,39,0
72,4,8504,7,11,0,1,3,1,0,0,0,39,39,0
14,0,4903,15,9,1,14,0,4,1,0,0,39,39,0
32,2,1554,15,5,1,4,0,4,0,0,0,39,39,0
64,4,14799,2,15,0,4,1,4,1,0,0,51,30,0
13,4,11358,11,8,0,14,4,4,0,0,0,39,39,0
45,4,3324,8,10,0,10,3,4,0,0,0,66,39,1
6,4,6620,11,8,0,10,1,4,1,0,0,35,18,0
2,4,17088,11,8,0,10,3,4,0,27,0,39,39,0
58,2,11275,11,8,1,12,0,2,0,0,0,39,39,1
22,4,1380,11,8,1,10,0,4,0,0,0,49,39,0
14,5,10240,9,12,0,1,2,4,0,0,0,39,39,0
20,4,7044,15,8,0,7,1,4,1,0,0,33,39,0
3,1,9693,11,8,0,0,3,4,1,0,0,89,39,0
23,4,4775,9,13,1,0,3,4,0,0,0,39,39,0
22,2,2864,8,13,0,0,4,4,1,0,0,39,40,1
67,4,15924,11,8,0,8,1,4,1,0,0,14,39,0
72,0,3744,1,6,1,7,0,4,0,0,0,37,39,0
71,4,5770,7,11,1,2,0,4,0,0,0,26,39,1
29,4,18444,15,9,1,4,0,4,0,0,0,39,39,0
3,4,10433,11,8,0,4,1,4,1,0,0,39,39,1
8,2,12474,12,12,0,4,4,4,0,0,0,39,39,0
27,0,8754,9,12,1,3,0,4,1,0,0,39,39,0
39,1,16323,15,9,0,4,4,4,1,0,0,38,39,0
18,4,11546,12,9,1,1,0,4,0,0,0,39,39,1
8,4,11640,15,1,0,0,4,4,0,0,0,29,39,1
33,4,10336,11,8,1,1,0,0,1,0,0,44,39,0
59,4,19629,12,13,1,4,0,4,1,0,0,29,39,1
5,4,11376,11,8,1,12,0,4,0,0,0,11,39,0
27,4,3437,11,8,0,13,3,4,0,0,86,90,39,1
21,4,5299,12,10,1,10,0,4,0,0,0,39,39,0
53,4,13490,11,8,0,3,1,4,0,0,0,22,39,0
15,6,19400,11,8,0,3,4,4,1,0,0,39,39,1
3,4,18084,9,12,1,8,0,4,0,0,0,39,39,0
22,6,9646,11,8,1,6,0,3,0,0,0,59,3,0
11,2,1274,11,8,1,9,0,4,0,0,0,39,39,0
34,4,8445,11,15,0,10,4,4,1,0,0,39,39,0
59,4,20127,11,8,0,7,1,4,1,0,0,39,39,0
72,8,1620,11,8,0,3,1,4,0,0,0,15,39,0
52,4,6550,8,6,0,8,4,4,0,0,0,44,30,0
15,4,4529,15,9,1,4,0,4,0,0,0,34,13,0
13,4,406,8,10,0,10,3,2,0,0,0,39,39,0
47,2,468,15,9,0,11,1,4,0,0,0,39,7,0
15,4,21168,8,10,1,11,0,4,0,0,0,18,39,0
44,4,18421,15,9,0,1,1,4,0,0,0,48,18,1
10,4,15728,9,12,0,1,4,4,0,115,0,59,39,0
13,4,8864,15,9,0,5,3,4,0,0,0,27,39,0
20,4,16153,10,7,0,12,0,4,0,0,0,39,39,0
21,6,11973,11,8,0,2,1,4,0,0,0,39,39,0
11,4,1709,10,12,0,4,1,2,1,0,0,39,11,0
42,2,10477,11,8,1,6,0,4,0,0,0,39,21,1
21,4,12078,9,12,0,12,3,2,1,102,19,39,30,1
49,4,3588,7,10,0,1,2,4,1,0,0,51,39,0
31,4,18068,0,9,0,12,1,4,0,0,0,39,39,0
11,0,233,11,8,0,10,3,4,1,0,0,39,29,0
5,4,18797,11,8,0,5,1,4,1,0,0,39,39,0
52,4,19366,9,12,0,7,3,4,0,0,0,39,39,0
10,4,18545,11,8,1,3,0,4,1,0,0,34,39,0
25,4,16509,11,8,0,10,1,4,1,0,65,39,39,0
32,5,2343,9,12,1,4,0,2,0,0,0,49,39,0
60,3,5062,15,9,1,12,0,4,0,0,0,39,39,0
40,6,14282,15,9,0,8,3,4,0,0,0,39,39,0
44,4,7594,14,10,1,0,0,3,1,0,0,54,39,1
29,4,15156,11,8,0,12,5,4,0,0,0,54,39,0
46,0,9668,8,6,0,1,1,4,0,0,0,50,39,0
57,5,9762,8,10,1,12,0,4,0,0,0,49,39,1
3,7,13208,11,8,1,8,0,2,0,0,0,44,39,0
27,4,7599,1,9,0,8,4,4,0,0,0,49,39,1
0,4,7168,5,0,0,8,4,4,0,0,0,8,39,0
58,4,20637,9,12,0,14,1,4,0,0,0,81,39,0
8,4,10618,15,9,0,10,1,4,1,0,0,55,39,0
38,5,1344,11,8,1,4,0,4,1,0,0,39,39,0
15,4,7166,15,9,0,10,1,4,0,0,0,52,39,1
6,4,2746,15,9,0,4,1,4,0,0,0,39,39,0
65,4,5030,7,12,1,8,0,4,0,0,0,86,39,0
25,1,13616,12,13,1,1,0,4,0,0,0,49,39,0
13,4,1725,9,11,0,14,4,4,0,0,0,39,39,0
26,4,14603,11,8,1,7,0,4,0,0,0,49,39,0
64,4,14155,15,9,1,7,0,4,0,0,0,39,39,0
71,4,3706,15,9,1,10,0,1,0,0,0,39,39,1
36,7,15474,12,13,0,1,4,4,0,0,0,39,39,0
37,4,5785,14,14,1,13,0,4,0,59,0,39,39,0
59,4,18761,11,8,1,0,0,2,1,0,0,39,30,0
17,4,1418,11,8,0,9,2,4,1,0,0,39,39,0
42,2,20262,11,8,0,1,4,4,0,0,0,44,18,0
64,0,990,11,8,0,4,2,4,0,0,0,85,39,0
20,4,6652,15,9,1,5,0,4,1,0,0,0,39,0
5,4,20817,15,9,0,12,3,4,0,0,0,33,39,0
3,4,14017,11,8,1,4,0,4,1,0,0,29,39,0
1,4,588,8,10,0,10,1,4,1,85,0,39,39,0
67,4,5305,15,9,1,1,0,4,1,0,0,70,37,0
21,4,20822,15,9,0,3,3,4,1,0,0,49,39,0
41,4,11494,10,14,1,12,0,4,1,0,0,59,39,0
28,4,17774,15,9,1,8,0,2,1,0,0,41,39,0
61,4,4261,11,13,0,8,1,4,0,33,0,39,39,1
3,6,31,9,12,0,0,3,4,0,0,0,39,39,0
49,4,2213,9,12,1,0,0,4,0,0,0,32,39,0
52,4,14110,7,10,1,2,0,4,1,0,0,79,39,1
4,4,16950,11,8,1,1,0,4,1,13,0,39,39,0
22,4,18106,15,9,0,13,4,4,1,0,0,49,39,0
29,4,19138,15,9,1,14,0,4,0,0,0,39,39,0
60,4,4651,15,9,0,1,3,4,0,0,44,39,39,0
71,4,2111,15,9,0,10,1,4,0,0,0,44,39,0
53,4,19792,12,13,0,10,1,4,0,0,0,63,39,0
70,2,20012,11,8,0,8,3,4,0,0,0,39,39,0
25,4,9273,9,15,1,12,0,4,0,0,0,39,34,0
72,6,15051,5,12,0,10,1,4,0,0,0,39,39,1
51,4,12321,11,8,0,13,1,2,0,0,0,77,4,0
62,4,6842,11,8,1,12,0,4,0,0,0,49,39,0
37,4,16279,9,12,0,1,1,4,0,90,0,50,39,0
29,4,13298,7,10,1,12,0,4,1,100,0,5,39,1
0,4,17478,8,8,0,3,3,2,0,0,0,61,39,0
37,4,2204,15,9,1,10,0,4,0,0,0,39,39,1
8,4,7594,15,9,0,8,1,4,0,0,0,39,39,0
0,4,12972,15,9,0,4,3,4,1,0,0,63,39,0
20,6,4866,14,12,1,12,0,4,1,0,0,44,39,0
27,2,12843,9,11,0,3,3,2,1,0,0,39,39,0
66,0,7583,9,12,1,4,5,4,0,0,0,54,39,1
2,4,1092,9,12,0,10,1,4,0,0,0,43,39,0
55,4,13034,11,8,1,5,0,4,0,0,0,49,39,0
15,4,20013,11,8,1,3,0,4,1,0,0,39,39,1
9,4,20448,9,12,1,8,0,4,0,0,72,69,39,1
16,4,18534,11,8,0,1,4,4,1,0,0,39,39,0
4,4,7806,15,15,1,1,3,1,0,0,0,70,31,1
12,4,16784,12,13,0,14,1,4,0,0,0,89,39,0
35,1,18250,11,8,1,0,0,2,1,0,0,49,39,0
5,4,18718,11,8,0,10,1,4,0,0,0,39,39,1
32,4,9749,5,4,1,10,0,4,0,0,0,39,39,0
5,4,10279,9,12,1,4,0,4,0,0,0,39,39,0
7,3,1564,15,9,1,7,0,4,0,0,0,39,39,0
57,4,21221,10,5,1,12,0,1,1,0,0,43,39,0
5,4,1585,14,10,1,5,0,4,0,0,0,49,39,0
49,6,19535,9,12,1,4,0,1,1,35,0,39,8,0
18,4,7907,12,1,0,2,3,4,0,0,0,82,39,1
10,5,5056,8,3,0,6,3,4,0,0,0,39,20,1
44,4,20294,11,8,0,0,3,4,1,0,0,44,39,0
15,1,11907,9,12,1,11,4,4,1,0,0,39,39,0
2,6,1005,12,12,0,12,1,0,0,0,0,39,39,0
27,4,13406,11,8,1,10,0,4,0,0,0,76,39,1
17,4,14935,15,9,1,13,0,4,0,0,0,39,39,1
42,4,20329,9,8,1,4,0,4,1,0,0,9,39,1
25,4,11002,9,12,0,11,4,4,1,0,0,81,39,0
19,4,10945,15,9,0,10,3,4,1,0,0,39,39,0
23,0,18228,15,9,1,4,0,4,0,0,0,39,39,0
67,4,3135,15,9,0,5,1,4,0,0,0,59,39,1
27,4,5199,9,12,1,4,0,4,0,0,15,62,39,0
60,2,2867,9,12,0,3,1,4,1,0,0,39,39,0
14,2,900,15,10,0,9,1,4,0,0,0,39,39,0
14,4,2596,11,8,1,12,0,4,1,0,0,49,39,1
15,6,20411,2,15,0,11,1,4,0,0,0,56,29,0
40,5,11142,11,8,1,6,0,4,0,0,0,49,39,0
18,2,5978,12,5,0,3,4,4,0,2,0,39,39,1
37,4,8069,9,2,0,8,3,4,1,0,0,59,39,1
30,6,7876,14,9,0,8,3,2,0,0,0,56,39,0
71,2,20553,15,9,0,7,3,4,0,0,0,39,39,0
54,4,12935,11,8,1,9,0,4,0,0,0,39,39,0
8,4,14287,11,8,0,11,1,4,1,0,0,31,11,0
11,4,15334,12,15,0,8,3,4,0,0,0,39,39,0
40,0,9929,11,10,0,4,1,2,1,0,0,39,39,0
65,4,19653,11,8,1,8,0,4,1,0,0,81,39,0
18,4,11067,12,13,0,7,4,4,0,0,0,64,39,0
47,4,17795,14,13,1,7,0,2,0,0,0,29,39,1
29,4,8187,6,12,1,5,4,4,0,0,0,44,39,0
30,4,5317,11,8,0,13,1,1,0,0,0,88,39,0
70,8,15317,15,4,0,1,4,4,0,51,0,39,39,0
26,4,2272,15,9,0,14,4,2,0,0,0,39,36,0
23,4,15971,9,12,0,6,0,2,0,0,0,39,39,0
8,4,12066,9,12,0,4,1,4,1,0,80,88,39,0
6,4,80,9,12,0,12,1,1,0,0,0,49,39,0
25,4,1359,11,8,0,7,4,4,1,0,0,36,39,1
18,4,12661,15,9,1,4,0,4,0,0,0,39,39,0
39,3,21264,11,8,0,3,3,4,0,57,0,39,34,0
22,4,20293,11,8,1,12,0,4,1,0,0,76,39,0
36,4,13964,11,8,1,4,0,4,0,0,0,44,39,0
5,1,19410,8,9,1,10,0,3,0,0,0,82,39,0
34,4,14575,11,8,0,1,3,4,0,0,0,39,39,0
40,7,9320,11,8,1,8,0,2,1,0,0,49,39,0
53,4,14202,15,9,0,10,1,4,0,0,0,39,39,0
71,4,266,6,8,1,6,3,4,0,0,0,34,39,0
53,7,15438,3,8,1,10,0,1,1,0,0,49,39,0
1,0,19409,15,9,1,0,0,4,0,3,0,39,26,0
10,5,12090,12,13,0,8,1,4,0,0,78,39,39,1
70,4,2003,12,10,0,6,1,2,0,0,0,3,39,0
18,4,12239,9,12,0,8,1,4,1,0,0,39,39,0
10,4,4776,11,8,0,4,4,4,0,0,0,39,39,1
46,4,7312,9,12,1,14,0,4,0,0,0,39,39,0
29,0,3767,15,9,0,4,3,4,0,0,72,39,39,0
7,4,20413,9,12,1,5,2,4,1,80,0,59,2,1
40,4,16317,9,12,0,8,1,4,0,0,0,73,39,0
3,4,13200,9,12,1,3,5,4,0,0,0,39,39,0
19,4,21434,9,12,1,3,5,4,0,0,0,39,39,0
23,4,10529,15,9,0,14,1,4,1,0,0,64,39,0
19,4,9041,11,8,1,8,0,4,1,0,0,49,39,0
58,4,666,15,9,0,12,1,1,1,0,0,56,39,1
69,4,15184,15,9,1,8,0,4,0,0,59,39,39,0
22,5,785,7,11,0,0,0,4,0,0,0,76,39,0
44,5,16212,12,4,0,14,4,4,1,0,0,39,39,1
65,4,18617,11,8,0,1,4,4,1,0,0,39,39,0
64,4,10446,15,9,0,3,1,4,0,0,0,39,39,1
10,4,2929,11,8,0,1,1,4,0,0,0,49,39,0
0,6,18582,15,9,0,3,3,4,0,0,16,56,39,1
51,4,7532,15,9,0,10,3,2,0,0,0,39,39,0
29,4,2214,11,8,0,4,1,4,0,0,0,5,39,0
27,4,4527,9,12,1,3,5,4,1,0,0,52,39,0
7,6,20933,9,12,1,8,0,4,1,0,0,37,39,1
41,4,2569,9,12,0,7,4,4,0,0,89,39,39,0
39,4,14208,15,9,0,4,4,4,0,0,0,37,39,0
16,4,2541,11,8,1,1,0,2,0,0,0,39,39,1
1,4,13903,7,8,0,10,3,3,1,0,0,39,39,1
47,4,2085,14,6,0,13,1,4,0,0,0,34,39,0
21,4,800,9,12,0,3,3,2,0,0,0,86,39,0
32,7,21164,9,12,1,14,0,4,0,0,0,39,39,0
60,4,7103,15,9,0,3,3,4,0,0,0,39,39,0
19,1,15057,12,13,0,1,1,4,0,0,0,93,39,0
9,4,12548,12,14,0,4,4,1,0,0,0,19,39,0
0,4,15268,15,9,1,12,0,4,0,0,0,39,39,0
22,4,1887,12,13,1,12,0,4,0,107,0,91,39,0
34,4,4994,11,8,1,12,0,4,1,0,0,39,39,0
38,4,9963,11,10,1,10,0,4,1,0,0,59,39,0
28,6,15893,15,9,1,12,3,4,0,0,0,39,39,0
48,4,12775,11,8,1,12,0,1,0,0,0,39,39,0
16,4,12707,12,12,0,3,3,4,0,0,0,39,39,0
63,4,5313,11,8,0,0,4,4,0,0,0,39,39,0
37,2,1636,7,4,0,3,1,4,0,0,0,39,39,0
41,4,9548,11,8,1,3,0,4,0,0,0,59,39,0
38,4,19788,11,8,1,8,0,4,0,0,0,19,39,0
10,4,9405,9,12,1,4,5,4,1,0,0,39,39,0
5,4,3031,5,5,1,4,0,4,1,0,0,39,39,0
23,4,6912,11,8,0,10,1,4,0,0,0,39,39,0
41,4,7519,8,10,1,4,0,4,0,0,0,53,39,0
4,4,7078,15,8,0,8,1,4,1,0,0,39,39,0
47,7,14800,11,8,0,3,3,4,0,0,0,49,39,1
25,1,8013,9,12,1,5,0,4,1,0,0,86,39,0
16,4,12173,15,9,0,12,1,4,0,0,0,39,39,0
7,4,18068,11,8,1,3,0,4,1,0,0,5,39,0
23,4,4586,15,9,1,13,0,1,0,0,0,50,39,0
8,4,13397,11,13,1,1,5,4,0,0,0,39,39,0
16,2,7018,8,9,1,6,0,4,0,0,59,39,39,0
7,4,7177,10,1,0,4,1,4,0,0,0,35,39,0
20,4,6025,15,9,1,4,5,2,0,0,0,39,39,0
29,4,333,11,8,0,0,1,4,1,0,0,49,39,1
43,4,8779,15,9,1,10,0,4,1,0,0,58,39,0
14,4,5881,9,12,0,4,4,4,0,0,0,39,39,0
38,4,15879,11,8,0,1,1,4,0,0,0,17,39,0
25,1,1285,15,10,0,8,3,4,0,0,0,50,39,1
28,4,3437,0,9,0,10,1,4,0,0,0,39,39,0
24,4,14660,1,3,1,1,0,4,0,0,0,18,39,0
66,4,13934,11,8,0,7,4,2,1,0,0,58,39,0
41,4,8544,11,8,0,7,2,1,0,0,0,39,39,1
29,8,14156,0,5,0,11,1,4,0,0,0,77,39,0
18,4,7037,9,12,0,8,1,2,0,0,0,39,39,1
10,6,9895,11,8,0,1,1,4,0,0,0,39,39,1
66,4,20188,1,6,1,5,0,4,0,0,0,39,39,0
9,4,13187,11,8,1,8,0,4,0,0,0,59,39,0
2,4,7529,7,11,0,12,1,4,0,0,0,39,39,0
46,4,10347,9,12,0,4,1,4,0,0,0,39,12,0
5,4,19110,11,8,1,14,5,4,0,0,0,39,39,0
42,4,12424,11,8,0,7,1,4,0,0,0,39,39,0
8,0,14506,8,10,1,8,0,2,0,0,0,27,39,1
65,7,203,11,8,0,13,2,4,1,0,0,59,39,1
42,4,9125,3,10,1,1,0,4,0,0,0,10,39,0
60,4,20173,11,8,1,10,0,4,0,0,0,39,39,1
20,4,16978,11,8,1,12,5,4,0,0,0,39,39,0
7,4,7746,9,12,1,1,0,4,1,0,0,32,39,0
2,4,7645,15,9,1,12,0,2,0,0,0,39,39,0
4,4,5161,11,8,1,2,0,4,1,0,0,1,39,0
36,2,18084,15,9,0,14,1,1,1,0,0,54,39,0
26,4,11426,6,10,0,7,1,4,0,0,0,49,39,0
26,4,1360,7,12,1,3,1,4,0,0,8,39,39,0
19,4,1133,9,12,1,3,0,4,1,0,0,39,39,0
36,1,6957,11,8,0,6,1,0,0,0,0,0,39,0
13,4,9814,9,12,1,3,0,4,0,0,0,44,39,0
8,6,15837,11,8,0,10,3,4,1,0,0,32,39,0
38,4,7060,3,5,1,7,0,4,0,0,0,39,39,0
6,4,7537,9,7,0,1,4,4,1,0,0,48,26,0
47,4,21373,2,7,0,1,1,4,0,0,0,39,20,0
6,4,14492,15,9,1,1,0,4,1,0,0,5,39,0
37,4,9459,11,11,0,3,1,4,1,0,0,39,39,0
10,4,10580,15,9,1,12,0,4,1,0,0,39,39,0
8,4,5989,7,7,1,4,5,4,0,0,51,39,39,0
13,4,15851,15,9,1,10,0,1,0,0,0,39,39,1
2,4,16037,5,3,0,7,1,4,0,19,0,67,39,0
62,7,5028,7,11,0,1,3,4,1,0,0,39,39,1
37,4,11408,8,15,0,4,3,2,1,0,0,34,39,1
66,4,1698,11,8,0,8,2,4,0,0,0,59,39,1
16,4,18593,12,13,0,6,1,4,1,0,0,55,39,0
38,2,11520,9,12,1,4,0,4,0,0,0,29,39,0
69,4,8260,9,12,0,1,1,4,0,0,0,45,39,0
29,4,10547,9,8,1,8,0,4,0,0,0,39,39,1
41,4,21279,10,5,1,12,0,4,0,0,0,39,25,1
10,4,19646,11,8,0,1,4,0,1,0,0,26,39,0
4,4,10610,9,12,0,5,3,4,1,0,0,39,39,0
7,4,20858,8,10,1,1,0,2,0,0,0,27,39,0
41,6,9129,1,3,0,10,2,4,0,0,0,49,39,0
50,4,3868,9,12,1,6,0,4,0,0,0,76,39,0
23,6,11607,9,12,1,8,5,4,0,0,0,31,39,0
72,0,14035,15,9,1,8,0,4,0,0,0,39,39,0
7,4,1705,15,9,0,10,1,2,0,0,0,39,39,0
58,4,19096,11,8,0,3,1,4,0,0,0,39,39,0
23,4,3182,15,13,1,3,0,4,0,0,0,86,39,0
28,4,14069,15,9,0,4,1,4,1,0,0,39,17,0
35,4,5787,15,9,0,7,3,4,1,0,0,39,39,0
27,4,10994,15,9,0,10,3,4,1,0,0,76,0,0
9,4,1753,15,9,1,5,0,4,0,0,0,39,39,1
54,4,14444,8,10,0,10,2,4,0,0,0,32,39,0
17,4,9775,9,12,1,10,0,4,1,0,0,39,39,0
53,4,11515,11,8,1,4,0,4,0,0,0,11,39,0
37,6,16052,7,10,1,7,0,4,0,0,0,6,39,0
7,4,7551,15,9,1,8,4,4,0,0,0,72,39,0
21,4,13729,11,8,0,5,1,4,0,0,0,40,39,0
8,1,10799,12,13,1,7,0,4,0,0,0,30,39,0
20,4,18195,9,2,0,10,4,4,1,0,0,26,39,0
1,4,10590,11,8,0,3,3,4,1,61,0,68,39,0
1,4,21263,14,4,0,14,1,4,0,0,0,39,39,0
64,0,14112,15,9,1,12,0,4,0,32,0,14,39,0
21,4,4203,11,8,0,14,2,4,1,0,0,39,39,0
24,4,5125,11,8,0,2,1,4,0,0,0,39,39,0
23,2,6044,15,9,1,1,2,4,1,0,0,39,39,1
21,4,1928,15,9,0,0,1,4,1,0,0,45,39,1
58,4,9710,15,9,1,1,0,4,1,0,0,39,39,0
3,7,18865,11,8,1,4,0,4,1,0,0,39,39,1
12,4,17707,7,6,1,14,0,4,1,0,0,39,39,1
51,4,2301,9,12,1,4,0,4,1,112,0,27,39,0
31,4,6050,11,8,1,13,0,4,0,0,0,39,39,0
15,4,2621,9,6,0,1,1,4,0,0,0,39,39,0
68,0,15093,11,8,1,7,0,4,0,0,52,39,39,1
29,0,19749,11,8,0,9,3,4,0,0,0,72,39,1
36,4,20972,15,9,0,7,3,4,1,0,0,59,39,0
48,4,5396,11,8,1,3,0,4,1,0,0,39,33,0
39,4,15117,1,6,0,8,4,4,0,0,0,39,39,0
13,4,5902,11,8,0,4,1,4,1,0,0,39,39,0
54,4,13765,8,10,1,3,0,4,1,0,0,85,20,0
41,5,2390,15,9,0,8,1,4,0,0,0,39,39,0
35,4,19680,11,8,0,12,1,4,0,0,0,49,39,0
32,4,17061,15,9,1,1,0,4,1,0,0,44,39,0
