id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_charge_desc,is_violent_recid,vr_charge_degree,vr_charge_desc,v_decile_score,start,end,event
9120,1,20,2,0,1,6,0,0,1,20.0,0,436,0,10,340,0,9,83,8,0,786,0
9123,1,39,0,2,0,1,0,0,1,48.0,0,171,0,10,340,0,9,83,1,0,1079,0
9125,1,51,1,2,0,2,0,0,1,1.0,1,44,1,7,27,1,6,35,1,1,148,1
9126,1,30,0,0,0,2,0,0,2,1.0,1,44,0,10,340,0,9,83,2,17,77,0
9127,1,39,0,5,0,1,0,0,0,1.0,1,44,1,7,205,0,9,83,1,2,757,1
9128,1,26,0,2,1,9,0,0,9,84.0,0,436,1,8,103,0,9,83,9,0,153,1
9129,1,26,0,0,0,6,0,0,2,1.0,0,18,0,10,340,0,9,83,4,32,1091,0
9130,1,35,0,0,1,9,0,0,13,188.0,0,65,1,2,40,0,9,83,5,0,413,1
9131,1,20,2,5,0,5,0,0,0,1.0,1,44,0,10,340,0,9,83,6,0,893,0
9132,0,51,1,2,0,5,0,0,7,157.0,0,90,0,10,340,0,9,83,2,0,795,0
9133,0,26,0,2,0,5,0,0,0,4.0,0,318,0,10,340,0,9,83,4,0,1131,0
9136,1,26,0,0,0,4,0,0,5,1.0,0,60,0,10,340,0,9,83,3,2,171,0
9143,1,20,2,2,0,2,0,2,0,1.0,0,14,0,10,340,0,9,83,6,0,847,0
9144,1,28,0,0,0,3,0,0,0,0.0,0,93,1,7,27,1,6,35,3,15,111,1
9145,1,23,2,0,0,2,1,2,1,1.0,1,139,1,7,205,0,9,83,4,0,465,1
9146,0,21,2,0,0,5,0,0,0,4.0,1,331,0,10,340,0,9,83,7,0,277,0
9147,1,25,0,5,0,9,0,0,0,1.0,0,318,1,1,253,1,5,42,8,0,83,1
9148,1,30,0,2,0,3,0,0,0,1.0,0,60,0,10,340,0,9,83,2,1,887,0
9150,1,21,2,2,0,9,2,7,2,4.0,0,323,1,9,192,1,1,17,9,0,473,1
9155,1,20,2,2,1,7,0,0,1,77.0,0,436,1,3,137,0,9,83,9,0,13,0
9156,1,24,2,2,0,6,0,0,5,504.0,0,436,1,7,207,0,9,83,4,0,16,1
9157,1,35,0,0,0,10,0,0,22,0.0,0,284,1,7,174,1,6,35,7,2,82,1
9158,0,27,0,5,0,3,0,0,0,1.0,0,113,1,8,315,0,9,83,3,2,40,1
9159,1,50,1,2,0,2,0,0,2,1.0,0,436,1,7,243,1,1,4,1,8,33,1
9160,1,25,0,0,0,9,0,0,5,1.0,1,436,0,10,340,0,9,83,9,1,152,0
9161,0,48,1,2,0,9,0,0,1,125.0,0,436,0,10,340,0,9,83,2,0,1163,0
9163,1,31,0,0,1,8,1,1,12,1.0,1,342,1,8,173,0,9,83,5,39,52,0
9165,1,26,0,0,0,9,0,0,0,1.0,0,194,0,10,340,0,9,83,10,0,58,0
9166,1,22,2,0,0,4,0,0,0,1.0,0,336,0,10,340,0,9,83,5,0,1045,0
9167,1,29,0,0,0,3,0,0,0,0.0,0,284,0,10,340,0,9,83,3,0,831,0
9169,1,33,0,5,0,1,0,0,2,1.0,0,74,1,8,173,0,9,83,1,1,190,1
9170,1,52,1,2,0,1,0,0,1,1.0,0,56,0,10,340,0,9,83,1,0,1175,0
9171,1,37,0,3,0,1,0,0,0,1.0,1,44,1,8,96,0,9,83,1,0,367,1
9172,1,21,2,0,0,7,0,0,0,1.0,0,318,1,2,77,0,9,83,7,0,811,1
9173,1,21,2,2,0,8,0,0,1,1.0,0,317,0,10,340,0,9,83,6,0,825,0
9174,0,20,2,2,0,8,0,0,0,0.0,0,185,1,8,173,0,9,83,5,2,357,1
9175,1,43,0,3,0,1,0,0,1,1.0,1,212,1,8,89,0,9,83,1,0,256,1
9176,1,30,0,2,0,1,0,0,1,1.0,0,194,1,8,89,0,9,83,1,0,336,1
9178,0,33,0,0,0,4,0,0,3,1.0,1,406,1,7,301,0,9,83,2,5,38,1
9180,1,24,2,0,0,7,0,0,3,0.0,0,12,0,10,340,0,9,83,6,93,922,0
9181,0,52,1,3,0,1,0,0,0,1.0,1,285,1,8,89,0,9,83,1,0,25,1
9182,0,30,0,0,0,7,0,0,11,0.0,0,91,1,7,285,0,9,83,3,6,64,1
9183,0,30,0,2,0,2,0,0,0,1.0,1,44,0,10,340,0,9,83,2,0,1052,0
9185,1,47,1,0,0,2,0,0,13,0.0,0,141,1,7,69,0,9,83,1,0,247,1
9186,1,41,0,0,0,9,1,0,9,733.0,1,245,0,10,340,0,9,83,6,1,1142,0
9187,1,21,2,3,1,10,0,0,4,1.0,0,436,1,2,340,0,9,83,10,0,259,1
9188,1,53,1,3,0,1,0,0,1,82.0,0,215,0,10,340,0,9,83,1,0,1169,0
9189,1,48,1,2,0,2,0,0,6,27.0,0,167,0,10,340,0,9,83,1,0,53,0
9191,1,52,1,0,0,9,0,0,2,1.0,0,318,1,8,306,0,9,83,3,32,82,1
9192,0,34,0,0,0,1,0,0,1,1.0,1,44,0,10,340,0,9,83,1,0,1138,0
9196,1,35,0,2,0,3,0,0,0,1.0,0,311,1,2,266,0,9,83,2,0,211,0
9197,1,25,0,5,0,4,0,0,1,1.0,0,250,1,3,340,0,9,83,3,1,474,0
9200,1,39,0,5,0,4,0,0,1,438.0,0,436,0,10,340,0,9,83,2,0,830,0
9201,1,24,2,0,0,2,0,1,1,1.0,0,250,1,8,278,0,9,83,3,0,289,1
9202,0,48,1,2,0,8,0,0,17,1624.0,0,436,0,10,340,0,9,83,5,0,1157,0
9203,1,31,0,3,0,7,0,0,1,512.0,0,436,0,10,340,0,9,83,2,0,583,0
9205,1,26,0,3,0,2,0,0,0,,1,437,1,3,161,0,9,83,3,1,962,1
9206,1,43,0,0,0,8,0,0,3,247.0,0,318,1,3,120,0,9,83,3,0,93,1
9207,1,25,0,0,0,2,0,0,1,0.0,1,44,0,10,340,0,9,83,3,0,835,0
9208,1,34,0,0,0,9,1,0,20,1.0,0,318,1,8,173,0,9,83,5,26,146,1
9209,1,25,0,0,0,4,0,0,2,1.0,0,191,1,8,173,0,9,83,3,0,55,1
9210,1,24,2,3,1,6,0,0,4,1.0,0,284,1,3,53,0,9,83,5,0,44,0
9212,1,56,1,2,0,1,0,0,6,1.0,0,256,0,10,340,0,9,83,1,0,1059,0
9214,1,23,2,0,0,4,0,0,0,1.0,0,171,0,10,340,0,9,83,5,0,1094,0
9215,1,21,2,2,0,4,0,0,0,1.0,1,65,0,10,340,0,9,83,6,0,813,0
9216,1,66,1,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,1,956,0
9219,1,28,0,0,0,7,0,0,7,1.0,1,342,0,10,340,0,9,83,4,0,132,0
9220,1,29,0,2,0,1,0,0,0,0.0,1,140,0,10,340,0,9,83,1,0,829,0
9221,1,22,2,2,0,7,0,0,3,1.0,0,318,1,3,340,0,9,83,5,2,53,0
9224,1,39,0,2,0,1,0,0,0,1.0,0,21,0,10,340,0,9,83,1,0,816,0
9225,1,33,0,0,0,8,0,1,9,1.0,1,44,1,7,311,0,9,83,4,0,25,0
9226,1,29,0,2,0,1,0,0,2,1.0,0,436,1,8,89,0,9,83,3,0,101,1
9227,1,31,0,2,0,2,0,0,1,1.0,0,436,0,10,340,0,9,83,2,0,1100,0
9229,1,22,2,0,0,8,0,0,0,1.0,1,44,0,10,340,0,9,83,6,53,1139,0
9230,0,22,2,2,0,5,0,0,0,1.0,1,44,0,10,340,0,9,83,5,0,889,0
9231,1,35,0,2,0,4,0,2,3,1.0,0,318,0,10,340,0,9,83,1,1,919,0
9232,1,29,0,2,0,4,0,0,3,1.0,0,161,1,7,207,0,9,83,4,0,45,1
9233,0,37,0,0,0,5,0,0,0,0.0,0,318,0,10,340,0,9,83,2,0,811,0
9234,0,30,0,0,0,2,0,0,0,1.0,0,15,0,10,340,0,9,83,2,0,1186,0
9235,1,56,1,2,0,1,0,0,1,1.0,0,178,1,7,27,1,6,35,1,0,779,1
9238,0,34,0,0,0,1,0,0,0,1.0,0,257,0,10,340,0,9,83,1,0,796,0
9239,1,23,2,0,0,4,0,0,1,1.0,0,194,1,7,205,0,9,83,5,3,152,1
9240,1,27,0,0,1,5,0,0,1,1.0,0,194,1,8,89,0,9,83,4,1,335,1
9241,1,43,0,2,0,1,0,0,2,1.0,0,436,0,10,340,0,9,83,1,0,930,0
9242,1,38,0,2,0,1,0,0,0,1.0,0,300,0,10,340,0,9,83,1,0,1179,0
9243,1,39,0,2,0,3,0,0,3,1.0,0,275,0,10,340,0,9,83,6,0,1117,0
9244,1,24,2,0,0,3,0,1,1,1.0,0,250,1,7,205,0,9,83,3,0,37,1
9245,1,26,0,0,0,3,0,0,2,0.0,1,135,0,10,340,0,9,83,3,0,1068,0
9246,0,55,1,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,1,798,0
9247,1,35,0,0,0,6,0,0,1,1.0,0,194,1,8,89,0,9,83,2,0,362,1
9248,1,61,1,0,0,7,0,0,25,1.0,0,65,0,10,340,0,9,83,4,0,1102,0
9249,1,33,0,5,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,2,10,1116,0
9253,1,40,0,2,0,7,0,0,4,1.0,0,341,0,10,340,0,9,83,7,1,76,0
9254,1,33,0,0,0,2,0,0,3,1.0,0,141,0,10,340,0,9,83,1,0,1086,0
9255,1,26,0,2,0,6,0,0,0,1.0,0,382,1,6,36,1,5,43,4,0,314,1
9256,1,32,0,2,0,9,1,0,15,1.0,0,436,1,8,66,0,9,83,9,91,166,1
9257,1,28,0,0,0,2,0,0,0,1.0,0,426,0,10,340,0,9,83,3,0,780,0
9258,1,45,1,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1182,0
9259,1,30,0,2,0,9,0,0,0,1.0,0,194,1,7,243,0,9,83,3,36,37,1
9260,0,57,1,2,0,2,0,0,4,1.0,0,436,0,10,340,0,9,83,1,257,1113,0
9261,1,26,0,0,0,7,0,0,3,1.0,0,21,1,7,27,1,6,35,9,46,218,1
9262,1,35,0,0,0,8,0,0,1,1.0,0,161,0,10,340,0,9,83,4,0,938,0
9264,1,54,1,3,0,1,0,0,0,0.0,0,193,0,10,340,0,9,83,1,2,1090,0
9266,0,29,0,0,0,5,0,0,0,1.0,0,318,0,10,340,0,9,83,4,2,765,0
9267,0,40,0,2,0,2,0,0,0,1.0,1,139,0,10,340,0,9,83,1,0,834,0
9268,1,28,0,2,0,2,0,0,1,1.0,0,165,1,8,89,0,9,83,3,0,35,1
9269,0,25,0,0,0,2,0,1,0,1.0,1,44,0,10,340,0,9,83,2,0,1056,0
9270,1,44,0,0,0,6,0,0,3,1.0,1,139,0,10,340,0,9,83,5,2,55,0
9271,1,48,1,2,0,1,0,0,1,31.0,1,95,0,10,340,0,9,83,1,0,1065,0
9272,0,59,1,2,0,1,0,0,1,302.0,0,9,0,10,340,0,9,83,1,0,763,0
9273,1,23,2,2,0,4,0,1,4,1.0,0,270,1,8,155,0,9,83,4,0,537,1
9275,1,29,0,0,0,2,0,0,0,1.0,0,61,0,10,340,0,9,83,2,72,172,0
9276,1,56,1,2,0,1,0,0,0,4.0,1,140,0,10,340,0,9,83,1,0,956,0
9277,0,27,0,0,0,3,0,0,0,1.0,1,44,0,10,340,0,9,83,3,0,798,0
9279,0,29,0,2,0,7,0,0,0,1.0,1,428,0,10,340,0,9,83,3,0,1124,0
9280,0,34,0,2,0,4,0,0,4,1.0,1,44,0,10,340,0,9,83,2,0,871,0
9282,0,22,2,0,0,7,0,0,0,1.0,0,194,0,10,340,0,9,83,6,0,1172,0
9283,1,40,0,2,0,1,0,0,5,42.0,0,322,1,8,315,0,9,83,2,0,7,0
9284,1,31,0,2,0,1,0,0,0,1.0,0,194,0,10,340,0,9,83,1,2,741,0
9285,1,47,1,0,0,2,0,0,3,1.0,0,14,0,10,340,0,9,83,1,1,817,0
9287,1,24,2,0,0,7,0,0,8,1.0,0,318,1,3,331,0,9,83,7,49,354,1
9288,0,20,2,2,0,4,0,0,1,50.0,0,341,0,10,340,0,9,83,6,0,921,0
9292,1,39,0,0,0,9,0,0,4,1.0,0,177,0,10,340,0,9,83,5,118,965,0
9293,1,29,0,0,0,6,0,0,10,1.0,0,141,1,3,222,0,9,83,6,1,293,1
9295,1,30,0,3,0,2,0,0,2,1.0,0,322,0,10,340,0,9,83,2,5,54,0
9296,0,26,0,0,0,9,0,0,4,1.0,0,188,1,8,179,0,9,83,7,0,117,0
9297,1,61,1,0,0,8,0,0,2,1.0,1,44,0,10,340,0,9,83,10,1,903,0
9298,1,37,0,3,0,4,0,0,3,0.0,1,140,0,10,340,0,9,83,3,0,896,0
9299,1,38,0,5,0,1,0,0,1,1.0,0,300,1,7,27,1,6,35,1,0,455,1
9300,1,24,2,2,0,5,0,0,2,53.0,0,436,1,3,212,0,9,83,3,0,176,1
9303,1,30,0,0,0,9,0,0,0,1.0,1,139,0,10,340,0,9,83,7,0,1149,0
9306,1,20,2,0,0,5,0,1,0,1.0,1,30,1,8,173,0,9,83,6,0,274,1
9307,1,56,1,0,0,9,0,0,22,1.0,0,318,1,3,221,0,9,83,5,70,98,1
9308,0,50,1,2,0,3,0,0,3,0.0,0,318,1,8,89,0,9,83,1,0,348,1
9309,1,47,1,5,0,1,0,0,0,1.0,0,233,0,10,340,0,9,83,1,1,842,0
9310,1,56,1,2,0,1,0,0,5,238.0,0,318,0,10,340,0,9,83,1,0,737,0
9311,0,58,1,3,0,5,0,0,1,133.0,0,436,0,10,340,0,9,83,3,0,751,0
9318,1,30,0,0,0,6,0,0,10,0.0,0,436,1,8,179,0,9,83,4,0,18,1
9319,1,28,0,0,0,6,0,0,12,1.0,1,436,1,7,205,1,6,35,5,0,117,1
9320,1,59,1,0,0,1,0,0,1,1.0,1,44,0,10,340,0,9,83,1,62,1100,0
9322,1,20,2,0,1,10,0,0,1,1.0,0,284,1,7,243,0,9,83,10,186,206,1
9323,1,23,2,2,0,9,1,0,4,1.0,1,30,1,7,27,1,6,35,9,1,578,1
9324,0,28,0,2,0,6,0,0,2,3.0,0,318,1,7,243,0,9,83,2,0,491,1
9325,1,50,1,3,0,9,0,0,3,1.0,0,318,1,3,282,0,9,83,4,33,103,1
9326,1,35,0,2,0,5,0,0,3,0.0,1,44,1,8,84,0,9,83,4,1,256,1
9327,1,22,2,0,0,9,0,0,1,1.0,0,250,1,8,234,0,9,83,7,5,75,0
9328,0,41,0,3,0,1,0,0,0,1.0,0,194,0,10,340,0,9,83,1,0,791,0
9332,1,22,2,0,0,7,0,0,0,1.0,0,334,0,10,340,0,9,83,7,1,440,0
9334,1,46,1,0,0,6,0,0,3,33.0,1,44,1,8,307,0,9,83,7,0,49,0
9335,1,61,1,0,0,2,0,0,8,22.0,0,318,1,3,221,0,9,83,1,0,398,1
9336,1,26,0,0,0,4,0,0,5,1.0,0,141,0,10,340,0,9,83,5,0,846,0
9337,1,44,0,2,0,5,0,0,1,0.0,0,61,0,10,340,0,9,83,2,2,784,0
9338,0,34,0,0,0,1,0,0,0,1.0,1,44,1,8,55,1,6,35,1,0,199,1
9339,1,29,0,2,0,2,0,0,1,1.0,0,194,1,8,315,0,9,83,2,0,2,1
9341,1,20,2,3,0,10,0,0,1,108.0,0,436,1,8,173,0,9,83,8,0,34,1
9343,1,29,0,0,0,9,0,0,8,65.0,1,379,0,10,340,0,9,83,4,4,748,0
9344,1,48,1,0,0,4,0,0,5,1.0,0,318,1,7,157,0,9,83,3,0,22,1
9346,0,31,0,0,0,6,0,0,0,5.0,1,212,0,10,340,0,9,83,4,0,882,0
9348,1,21,2,2,0,6,0,0,2,10.0,0,436,0,10,340,0,9,83,5,0,788,0
9350,1,34,0,2,0,5,0,0,4,1.0,0,141,0,10,340,0,9,83,6,0,1096,0
9351,1,54,1,0,0,6,0,0,21,1.0,0,318,0,10,340,0,9,83,1,0,1100,0
9352,1,20,2,2,0,10,4,0,4,1.0,0,188,0,10,340,0,9,83,10,0,968,0
9353,1,31,0,2,0,3,0,0,1,1.0,0,376,1,3,6,1,2,76,3,0,4,1
9354,1,22,2,2,0,4,0,0,0,0.0,1,102,0,10,340,0,9,83,5,1,398,0
9357,1,36,0,0,0,4,0,0,6,1.0,1,44,0,10,340,0,9,83,1,0,740,0
9358,1,34,0,0,3,7,1,0,9,1.0,0,161,1,7,243,0,9,83,6,0,34,0
9359,1,36,0,2,0,1,0,0,3,116.0,1,379,0,10,340,0,9,83,2,0,997,0
9363,1,32,0,0,0,8,0,0,3,1.0,0,317,1,3,91,0,9,83,3,0,6,1
9364,1,50,1,0,0,8,0,0,15,1.0,1,44,0,10,340,0,9,83,4,0,850,0
9365,1,47,1,4,4,10,0,0,22,0.0,0,318,1,8,173,0,9,83,5,3,21,1
9366,0,49,1,5,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1057,0
9367,0,25,0,0,0,9,0,0,7,102.0,0,172,1,3,133,0,9,83,10,0,239,1
9369,1,31,0,0,0,4,0,0,1,444.0,1,139,0,10,340,0,9,83,2,0,817,0
9370,1,49,1,0,0,3,0,0,10,1.0,0,194,1,3,221,0,9,83,2,9,106,1
9372,1,21,2,0,1,9,0,1,2,0.0,0,436,0,10,340,0,9,83,9,35,947,0
9375,0,26,0,0,0,7,0,0,5,1.0,0,426,1,7,174,0,9,83,5,0,342,1
9376,1,29,0,5,0,2,0,0,0,1.0,0,61,0,10,340,0,9,83,3,0,871,0
9377,1,61,1,3,0,1,0,0,0,1.0,0,436,0,10,340,0,9,83,1,0,1181,0
9378,0,25,0,2,0,9,0,0,2,44.0,0,90,1,7,243,1,6,35,7,0,16,0
9379,0,26,0,5,0,2,0,0,1,31.0,0,194,0,10,340,0,9,83,2,0,809,0
9380,1,38,0,2,0,4,0,0,5,1.0,0,141,0,10,340,0,9,83,1,0,840,0
9381,1,35,0,2,0,1,0,0,2,1.0,1,44,0,10,340,0,9,83,2,0,844,0
9383,1,50,1,0,0,5,0,0,10,48.0,0,436,0,10,340,0,9,83,2,0,179,0
9385,1,55,1,5,0,1,0,0,8,1.0,0,425,1,8,97,0,9,83,1,5,182,1
9386,1,32,0,0,0,4,0,0,4,1.0,0,172,1,8,278,0,9,83,2,45,252,1
9387,1,29,0,2,0,2,0,0,1,18.0,0,436,0,10,340,0,9,83,3,0,794,0
9388,1,46,1,2,0,1,0,0,0,0.0,0,311,0,10,340,0,9,83,1,0,801,0
9392,1,53,1,2,0,5,0,0,1,1.0,1,44,1,3,116,1,2,54,5,0,794,1
9393,0,27,0,2,0,5,0,0,1,0.0,0,436,1,7,27,1,6,35,5,25,355,1
9394,1,29,0,2,0,8,0,0,4,2.0,0,318,0,10,340,0,9,83,7,0,1162,0
9397,1,26,0,5,0,1,0,0,0,1.0,0,65,1,8,278,0,9,83,2,1,424,1
9398,1,23,2,0,0,2,0,0,3,1.0,1,44,1,8,89,0,9,83,3,0,90,1
9399,1,43,0,3,0,3,0,0,3,33.0,1,44,1,7,174,0,9,83,2,0,21,0
9401,1,24,2,2,0,2,0,0,1,1.0,1,44,1,8,89,0,9,83,3,0,754,1
9402,1,33,0,0,0,10,0,0,18,0.0,0,188,1,3,221,0,9,83,9,1,19,1
9404,1,32,0,0,0,6,0,0,1,1.0,1,30,1,7,332,0,9,83,3,21,117,1
9405,0,38,0,0,0,10,0,0,7,1.0,0,194,1,3,120,0,9,83,9,39,123,0
9407,1,40,0,0,0,7,0,0,20,1.0,0,141,0,10,340,0,9,83,4,0,611,0
9408,0,55,1,5,0,1,0,0,5,378.0,0,64,1,3,242,0,9,83,1,0,242,1
9412,0,36,0,0,0,1,0,0,1,1.0,1,44,0,10,340,0,9,83,2,0,1124,0
9413,1,34,0,0,0,9,0,0,16,1.0,0,317,1,7,207,0,9,83,2,0,19,0
9414,1,41,0,2,0,2,0,0,1,1.0,1,223,1,8,278,0,9,83,1,1,639,1
9415,1,57,1,2,0,1,0,0,7,1.0,0,436,1,7,174,0,9,83,1,151,982,1
9416,1,26,0,0,0,5,0,0,1,1.0,0,436,1,8,103,0,9,83,4,0,848,1
9417,1,39,0,2,0,6,0,0,2,88.0,0,436,1,7,99,0,9,83,3,0,148,1
9419,1,45,1,0,0,3,0,0,0,0.0,0,318,1,2,77,0,9,83,1,1,253,0
9420,1,26,0,0,0,3,0,1,2,7.0,0,141,0,10,340,0,9,83,3,0,1057,0
9425,0,48,1,2,0,1,0,0,0,1.0,0,194,0,10,340,0,9,83,1,0,792,0
9428,1,52,1,2,0,2,0,0,7,1.0,1,44,0,10,340,0,9,83,2,0,1077,0
9429,1,22,2,3,0,3,0,0,2,1.0,0,436,1,7,332,0,9,83,5,31,640,1
9433,0,43,0,0,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1066,0
9434,1,35,0,0,0,1,0,0,2,1.0,0,64,0,10,340,0,9,83,1,0,871,0
9435,1,24,2,2,0,5,0,0,3,0.0,0,318,0,10,340,0,9,83,4,36,382,0
9436,1,27,0,0,0,7,0,0,11,1.0,0,141,1,8,306,0,9,83,5,4,38,0
9437,1,23,2,3,0,9,1,0,2,1.0,0,194,0,10,340,0,9,83,7,22,785,0
9438,1,56,1,0,0,7,0,0,28,69.0,0,15,0,10,340,0,9,83,4,0,320,0
9439,1,28,0,0,0,6,0,0,2,1.0,0,256,1,7,143,0,9,83,4,0,122,1
9440,1,21,2,0,0,5,0,0,0,0.0,0,194,0,10,340,0,9,83,6,0,788,0
9441,1,33,0,0,0,9,0,0,5,1019.0,1,44,1,8,89,0,9,83,3,0,98,1
9442,1,25,0,0,0,8,0,0,1,1.0,0,250,1,7,205,0,9,83,8,0,348,1
9443,1,36,0,0,0,8,2,0,17,1.0,0,436,1,3,6,0,9,83,5,14,167,1
9444,0,25,0,2,0,5,0,0,0,0.0,0,300,0,10,340,0,9,83,3,1,394,0
9446,1,31,0,5,0,6,0,0,3,1.0,0,176,1,7,205,0,9,83,3,0,768,1
9448,1,46,1,2,0,5,0,0,0,2.0,1,101,0,10,340,0,9,83,3,0,1169,0
9450,0,24,2,0,0,7,0,0,0,0.0,0,436,0,10,340,0,9,83,4,2,831,0
9451,1,28,0,0,0,7,0,0,4,0.0,0,51,1,8,179,0,9,83,6,6,567,1
9452,1,28,0,0,0,7,0,1,12,2.0,1,94,1,1,78,0,9,83,3,0,39,1
9458,1,23,2,0,0,3,0,0,0,0.0,1,135,1,3,222,0,9,83,5,1,254,0
9459,1,24,2,5,0,3,0,0,0,0.0,1,287,0,10,340,0,9,83,4,0,1173,0
9460,1,40,0,3,0,3,0,0,0,0.0,1,140,0,10,340,0,9,83,3,0,1155,0
9461,1,36,0,3,0,2,0,0,1,0.0,1,44,0,10,340,0,9,83,1,0,781,0
9462,1,50,1,2,0,6,0,0,1,1.0,1,333,1,7,205,0,9,83,3,39,103,1
9463,1,33,0,3,0,1,0,0,1,219.0,1,210,0,10,340,0,9,83,1,0,892,0
9464,1,24,2,2,0,2,0,0,0,0.0,1,44,0,10,340,0,9,83,3,1,1060,0
9465,0,55,1,0,0,1,0,0,2,1.0,0,9,0,10,340,0,9,83,1,0,1040,0
9467,1,22,2,0,0,7,0,0,0,1.0,0,284,1,9,192,0,9,83,8,2,41,1
9473,1,38,0,0,0,7,0,0,14,1.0,0,194,0,10,340,0,9,83,3,55,773,0
9475,1,31,0,0,0,1,0,0,1,1.0,0,141,0,10,340,0,9,83,2,0,940,0
9476,0,30,0,0,0,2,0,0,3,1.0,0,176,0,10,340,0,9,83,2,0,810,0
9479,1,52,1,2,0,1,0,0,1,94.0,0,436,0,10,340,0,9,83,1,0,714,0
9483,1,37,0,0,0,8,0,0,16,1.0,0,436,1,7,27,1,6,35,3,1,64,0
9484,0,41,0,2,0,2,0,0,1,0.0,1,44,0,10,340,0,9,83,1,29,1173,0
9486,1,20,2,0,0,5,0,0,0,1.0,0,124,1,7,205,1,2,15,7,0,159,1
9488,1,21,2,2,0,4,0,0,0,0.0,1,44,1,7,243,0,9,83,7,1,157,1
9491,1,22,2,2,0,5,0,0,1,1.0,1,44,0,10,340,0,9,83,5,9,848,0
9492,1,38,0,0,0,6,0,0,7,1.0,1,44,0,10,340,0,9,83,8,197,1100,0
9493,1,31,0,0,0,5,0,0,0,1.0,0,183,0,10,340,0,9,83,2,7,945,0
9494,1,28,0,2,0,7,0,0,0,1.0,0,311,0,10,340,0,9,83,4,54,224,0
9495,1,21,2,3,0,7,1,0,2,1.0,0,61,1,7,27,1,6,35,8,2,269,1
9497,1,39,0,0,0,8,0,0,1,1.0,0,416,0,10,340,0,9,83,4,0,1098,0
9499,1,34,0,0,0,7,0,0,22,1.0,0,141,1,3,91,0,9,83,2,0,137,1
9500,1,32,0,2,0,2,1,0,2,179.0,0,436,0,10,340,0,9,83,2,0,293,0
9501,1,45,1,3,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,1,732,0
9504,1,36,0,0,0,5,0,2,7,32.0,1,436,0,10,340,0,9,83,5,0,836,0
9506,1,24,2,0,0,9,0,0,0,1.0,1,44,1,8,278,0,9,83,6,14,463,1
9509,1,27,0,0,0,7,0,0,9,1.0,0,257,1,8,307,1,6,35,6,0,45,1
9511,1,30,0,3,0,1,0,0,0,0.0,0,436,0,10,340,0,9,83,2,0,757,0
9512,1,61,1,0,0,6,0,0,8,11.0,1,436,0,10,340,0,9,83,3,0,1116,0
9513,1,43,0,0,0,1,0,0,2,0.0,0,436,0,10,340,0,9,83,1,1,1093,0
9515,1,26,0,0,0,4,0,0,1,1.0,0,125,0,10,340,0,9,83,3,0,902,0
9516,1,32,0,0,0,2,3,0,7,1.0,0,436,1,8,89,0,9,83,2,4,613,0
9517,0,57,1,2,0,1,0,0,2,1.0,0,318,0,10,340,0,9,83,1,0,857,0
9518,0,40,0,2,0,1,0,0,0,0.0,1,105,0,10,340,0,9,83,1,0,1127,0
9519,1,33,0,2,0,6,0,0,6,0.0,0,194,1,3,120,0,9,83,6,151,177,0
9523,1,30,0,0,0,5,0,0,2,1.0,0,318,1,3,137,0,9,83,3,0,66,1
9524,1,29,0,2,0,10,0,0,1,61.0,1,210,0,10,340,0,9,83,10,10,12,0
9526,0,21,2,2,0,8,0,0,1,138.0,0,436,1,3,220,0,9,83,9,0,132,0
9527,1,36,0,0,0,2,0,0,2,4.0,1,105,0,10,340,0,9,83,2,0,1127,0
9528,1,59,1,0,0,4,0,0,17,463.0,0,150,0,10,340,0,9,83,4,0,248,0
9529,1,35,0,0,0,8,0,0,6,0.0,0,436,1,7,205,1,2,46,5,1,187,1
9530,1,49,1,3,0,2,0,0,0,1.0,1,429,0,10,340,0,9,83,1,0,1045,0
9531,1,26,0,3,0,9,0,0,5,1.0,0,436,1,7,243,0,9,83,9,0,24,0
9532,1,21,2,0,0,5,1,0,2,1.0,0,17,1,7,27,1,6,35,5,7,176,1
9534,1,49,1,0,0,6,0,0,29,1.0,0,176,1,8,315,0,9,83,1,0,1,1
9535,1,23,2,3,0,10,0,0,1,165.0,0,436,0,10,340,0,9,83,9,0,87,0
9536,0,37,0,0,0,8,0,0,23,2.0,1,44,1,8,173,0,9,83,4,0,368,1
9537,1,33,0,3,0,2,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1039,0
9538,1,20,2,0,1,3,0,0,1,435.0,0,436,1,7,243,1,2,15,6,0,39,0
9539,1,28,0,2,0,10,0,0,1,39.0,0,436,0,10,340,0,9,83,10,0,1064,0
9540,1,29,0,0,0,2,0,0,3,1.0,0,250,1,7,205,0,9,83,2,0,481,1
9541,1,25,0,0,0,5,0,1,1,0.0,0,252,1,7,243,0,9,83,4,1,120,0
